,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Std threshold,Q3 threshold,HO threshold
27,2.52,0.09200000000000008,1900-01-01 18:53:27.271,0000190407 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
28,2.612,0.09200000000000008,1900-01-01 18:53:27.363,0000190497 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
29,2.706,0.09399999999999986,1900-01-01 18:53:27.457,0000190587 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
30,2.791,0.08499999999999996,1900-01-01 18:53:27.542,0000190677 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
31,2.879,0.08800000000000008,1900-01-01 18:53:27.630,0000190767 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
32,2.975,0.09600000000000009,1900-01-01 18:53:27.726,0000190857 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
33,3.06,0.08499999999999996,1900-01-01 18:53:27.811,0000190947 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
34,3.149,0.08899999999999997,1900-01-01 18:53:27.900,0000191037 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
35,3.24,0.09100000000000019,1900-01-01 18:53:27.991,0000191127 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
36,3.373,0.133,1900-01-01 18:53:28.124,0000191217 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
37,3.466,0.09299999999999997,1900-01-01 18:53:28.217,0000191352 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
38,3.554,0.08799999999999963,1900-01-01 18:53:28.305,0000191442 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
39,3.647,0.09299999999999997,1900-01-01 18:53:28.398,0000191532 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
40,3.734,0.08700000000000019,1900-01-01 18:53:28.485,0000191622 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
41,3.826,0.09200000000000008,1900-01-01 18:53:28.577,0000191712 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
42,3.917,0.09099999999999975,1900-01-01 18:53:28.668,0000191802 [app] INFO: GYRO: ,7.016,0.871,-2.113,7.378866173064802,0.10137009971753594,Normal data,Normal data,Normal data
43,4.007,0.08999999999999986,1900-01-01 18:53:28.758,0000191892 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
44,4.096,0.08900000000000041,1900-01-01 18:53:28.847,0000191982 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
45,4.187,0.09100000000000019,1900-01-01 18:53:28.938,0000192072 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
46,4.276,0.08899999999999952,1900-01-01 18:53:29.027,0000192162 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
47,4.365,0.08900000000000041,1900-01-01 18:53:29.116,0000192252 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
48,4.458,0.09299999999999997,1900-01-01 18:53:29.209,0000192342 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
49,4.546,0.08800000000000008,1900-01-01 18:53:29.297,0000192432 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
50,4.634,0.08800000000000008,1900-01-01 18:53:29.385,0000192522 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
51,4.728,0.09399999999999942,1900-01-01 18:53:29.479,0000192612 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
52,4.819,0.09100000000000019,1900-01-01 18:53:29.570,0000192702 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
53,4.908,0.08900000000000041,1900-01-01 18:53:29.659,0000192792 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
54,4.997,0.08899999999999952,1900-01-01 18:53:29.748,0000192882 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
55,5.223,0.22599999999999998,1900-01-01 18:53:29.974,0000193062 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
56,5.312,0.08900000000000041,1900-01-01 18:53:30.063,0000193197 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
57,5.399,0.08699999999999974,1900-01-01 18:53:30.150,0000193287 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
58,5.495,0.09600000000000009,1900-01-01 18:53:30.246,0000193377 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
59,5.628,0.133,1900-01-01 18:53:30.379,0000193467 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
60,5.718,0.08999999999999986,1900-01-01 18:53:30.469,0000193602 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
61,5.807,0.08900000000000041,1900-01-01 18:53:30.558,0000193692 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
62,5.897,0.08999999999999986,1900-01-01 18:53:30.648,0000193782 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
63,6.031,0.13399999999999945,1900-01-01 18:53:30.782,0000193872 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
64,6.123,0.09200000000000053,1900-01-01 18:53:30.874,0000194008 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
65,6.209,0.08599999999999941,1900-01-01 18:53:30.960,0000194097 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
66,6.304,0.09500000000000064,1900-01-01 18:53:31.055,0000194187 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
67,6.483,0.17899999999999938,1900-01-01 18:53:31.234,0000194277 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
68,6.571,0.08800000000000008,1900-01-01 18:53:31.322,0000194457 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
69,6.662,0.09100000000000019,1900-01-01 18:53:31.413,0000194547 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
70,6.752,0.08999999999999986,1900-01-01 18:53:31.503,0000194637 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
71,6.839,0.08700000000000063,1900-01-01 18:53:31.590,0000194727 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
72,6.933,0.09399999999999942,1900-01-01 18:53:31.684,0000194817 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
73,7.066,0.133,1900-01-01 18:53:31.817,0000194907 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
74,7.201,0.1349999999999998,1900-01-01 18:53:31.952,0000195087 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
75,7.338,0.13700000000000045,1900-01-01 18:53:32.089,0000195222 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
76,7.424,0.0860000000000003,1900-01-01 18:53:32.175,0000195312 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
77,7.517,0.09299999999999997,1900-01-01 18:53:32.268,0000195402 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
78,7.604,0.08699999999999974,1900-01-01 18:53:32.355,0000195492 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
79,7.697,0.09299999999999997,1900-01-01 18:53:32.448,0000195582 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
80,7.787,0.08999999999999986,1900-01-01 18:53:32.538,0000195672 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
81,7.875,0.08800000000000008,1900-01-01 18:53:32.626,0000195762 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
82,7.967,0.09199999999999964,1900-01-01 18:53:32.718,0000195852 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
83,8.058,0.09100000000000019,1900-01-01 18:53:32.809,0000195942 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
84,8.148,0.08999999999999986,1900-01-01 18:53:32.899,0000196032 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
85,8.281,0.1330000000000009,1900-01-01 18:53:33.032,0000196122 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
86,8.464,0.18299999999999983,1900-01-01 18:53:33.215,0000196302 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
87,8.551,0.08699999999999974,1900-01-01 18:53:33.302,0000196437 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
88,8.641,0.08999999999999986,1900-01-01 18:53:33.392,0000196527 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
89,8.732,0.0909999999999993,1900-01-01 18:53:33.483,0000196617 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
90,8.822,0.08999999999999986,1900-01-01 18:53:33.573,0000196707 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
91,8.909,0.08700000000000152,1900-01-01 18:53:33.660,0000196797 [app] INFO: GYRO: ,-6.969,0.584,-40.178,40.78210025243918,1.0,Abnormal data,Abnormal data,Abnormal data
92,9.002,0.09299999999999997,1900-01-01 18:53:33.753,0000196889 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
93,9.088,0.08599999999999852,1900-01-01 18:53:33.839,0000196977 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
94,9.228,0.14000000000000057,1900-01-01 18:53:33.979,0000197067 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
95,9.315,0.08699999999999974,1900-01-01 18:53:34.066,0000197202 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
96,9.493,0.17800000000000082,1900-01-01 18:53:34.244,0000197292 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
97,9.587,0.09399999999999942,1900-01-01 18:53:34.338,0000197472 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
98,9.675,0.08800000000000097,1900-01-01 18:53:34.426,0000197562 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
99,9.766,0.0909999999999993,1900-01-01 18:53:34.517,0000197652 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
100,9.854,0.08799999999999919,1900-01-01 18:53:34.605,0000197742 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
101,9.947,0.09299999999999997,1900-01-01 18:53:34.698,0000197832 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
102,10.035,0.08800000000000097,1900-01-01 18:53:34.786,0000197922 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
103,10.124,0.08900000000000041,1900-01-01 18:53:34.875,0000198013 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
104,10.308,0.18399999999999928,1900-01-01 18:53:35.059,0000198102 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
105,10.396,0.08800000000000097,1900-01-01 18:53:35.147,0000198282 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
106,10.484,0.08799999999999919,1900-01-01 18:53:35.235,0000198372 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
107,10.576,0.09200000000000053,1900-01-01 18:53:35.327,0000198462 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
108,10.666,0.08999999999999986,1900-01-01 18:53:35.417,0000198552 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
109,10.756,0.08999999999999986,1900-01-01 18:53:35.507,0000198642 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
110,10.859,0.10299999999999976,1900-01-01 18:53:35.610,0000198732 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
111,10.98,0.12100000000000044,1900-01-01 18:53:35.731,0000198822 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
112,11.07,0.08999999999999986,1900-01-01 18:53:35.821,0000198957 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
113,11.161,0.0909999999999993,1900-01-01 18:53:35.912,0000199047 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
114,11.295,0.13400000000000034,1900-01-01 18:53:36.046,0000199137 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
115,11.431,0.13599999999999923,1900-01-01 18:53:36.182,0000199272 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
116,11.519,0.08800000000000097,1900-01-01 18:53:36.270,0000199407 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
117,11.61,0.0909999999999993,1900-01-01 18:53:36.361,0000199497 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
118,11.699,0.08900000000000041,1900-01-01 18:53:36.450,0000199587 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
119,11.792,0.09299999999999997,1900-01-01 18:53:36.543,0000199677 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
120,11.883,0.0909999999999993,1900-01-01 18:53:36.634,0000199767 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
121,11.97,0.08700000000000152,1900-01-01 18:53:36.721,0000199857 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
122,12.061,0.0909999999999993,1900-01-01 18:53:36.812,0000199947 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
123,12.15,0.08900000000000041,1900-01-01 18:53:36.901,0000200037 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
124,12.288,0.1379999999999999,1900-01-01 18:53:37.039,0000200127 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
125,12.373,0.08499999999999908,1900-01-01 18:53:37.124,0000200262 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
126,12.515,0.14200000000000124,1900-01-01 18:53:37.266,0000200352 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
127,12.604,0.08899999999999864,1900-01-01 18:53:37.355,0000200487 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
128,12.735,0.13100000000000023,1900-01-01 18:53:37.486,0000200577 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
129,12.827,0.09200000000000053,1900-01-01 18:53:37.578,0000200712 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
130,12.959,0.13199999999999967,1900-01-01 18:53:37.710,0000200802 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
131,13.049,0.08999999999999986,1900-01-01 18:53:37.800,0000200937 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
132,13.283,0.23399999999999999,1900-01-01 18:53:38.034,0000201027 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
133,13.369,0.0860000000000003,1900-01-01 18:53:38.120,0000201252 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
134,13.455,0.0860000000000003,1900-01-01 18:53:38.206,0000201342 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
135,13.682,0.2270000000000003,1900-01-01 18:53:38.433,0000201432 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
136,13.771,0.08900000000000041,1900-01-01 18:53:38.522,0000201657 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
137,13.906,0.1349999999999998,1900-01-01 18:53:38.657,0000201747 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
138,13.994,0.08799999999999919,1900-01-01 18:53:38.745,0000201882 [app] INFO: GYRO: ,-0.521,0.013,3.573,3.610808635195169,0.0,Normal data,Normal data,Normal data
139,14.219,0.22499999999999964,1900-01-01 18:53:38.970,0000201972 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
140,14.32,0.10100000000000087,1900-01-01 18:53:39.071,0000202197 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
141,14.398,0.0779999999999994,1900-01-01 18:53:39.149,0000202287 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
142,14.579,0.18100000000000094,1900-01-01 18:53:39.330,0000202377 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
143,14.715,0.13599999999999923,1900-01-01 18:53:39.466,0000202602 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
144,14.894,0.17900000000000027,1900-01-01 18:53:39.645,0000202692 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
145,14.984,0.08999999999999986,1900-01-01 18:53:39.735,0000202872 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
146,15.119,0.1349999999999998,1900-01-01 18:53:39.870,0000202962 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
147,15.347,0.22799999999999976,1900-01-01 18:53:40.098,0000203097 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
148,15.482,0.1349999999999998,1900-01-01 18:53:40.233,0000203367 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
