,Timestamp,Data,X,Y,Z
75,18:55:51:090,0000334226 [app] INFO: GYRO: ,0.351,0.059,-0.273
76,18:55:51:181,0000334316 [app] INFO: GYRO: ,0.351,0.059,-0.273
77,18:55:51:273,0000334406 [app] INFO: GYRO: ,0.351,0.059,-0.273
78,18:55:51:362,0000334496 [app] INFO: GYRO: ,0.351,0.059,-0.273
79,18:55:51:452,0000334586 [app] INFO: GYRO: ,0.351,0.059,-0.273
80,18:55:51:540,0000334676 [app] INFO: GYRO: ,0.351,0.059,-0.273
81,18:55:51:634,0000334766 [app] INFO: GYRO: ,0.351,0.059,-0.273
82,18:55:51:728,0000334856 [app] INFO: GYRO: ,0.351,0.059,-0.273
83,18:55:51:812,0000334946 [app] INFO: GYRO: ,0.351,0.059,-0.273
84,18:55:51:901,0000335036 [app] INFO: GYRO: ,0.351,0.059,-0.273
85,18:55:51:993,0000335126 [app] INFO: GYRO: ,0.351,0.059,-0.273
86,18:55:52:082,0000335216 [app] INFO: GYRO: ,0.351,0.059,-0.273
87,18:55:52:170,0000335306 [app] INFO: GYRO: ,0.351,0.059,-0.273
88,18:55:52:262,0000335396 [app] INFO: GYRO: ,0.351,0.059,-0.273
89,18:55:52:350,0000335486 [app] INFO: GYRO: ,0.351,0.059,-0.273
90,18:55:52:443,0000335576 [app] INFO: GYRO: ,0.351,0.059,-0.273
91,18:55:52:533,0000335666 [app] INFO: GYRO: ,0.351,0.059,-0.273
92,18:55:52:621,0000335756 [app] INFO: GYRO: ,0.351,0.059,-0.273
93,18:55:52:713,0000335846 [app] INFO: GYRO: ,0.351,0.059,-0.273
94,18:55:52:799,0000335936 [app] INFO: GYRO: ,0.351,0.059,-0.273
95,18:55:52:890,0000336026 [app] INFO: GYRO: ,0.351,0.059,-0.273
96,18:55:52:979,0000336116 [app] INFO: GYRO: ,0.351,0.059,-0.273
97,18:55:53:073,0000336206 [app] INFO: GYRO: ,0.351,0.059,-0.273
98,18:55:53:159,0000336296 [app] INFO: GYRO: ,0.351,0.059,-0.273
99,18:55:53:252,0000336386 [app] INFO: GYRO: ,0.351,0.059,-0.273
100,18:55:53:341,0000336476 [app] INFO: GYRO: ,0.351,0.059,-0.273
101,18:55:53:432,0000336566 [app] INFO: GYRO: ,0.351,0.059,-0.273
102,18:55:53:523,0000336656 [app] INFO: GYRO: ,0.351,0.059,-0.273
103,18:55:53:613,0000336746 [app] INFO: GYRO: ,0.351,0.059,-0.273
104,18:55:53:750,0000336836 [app] INFO: GYRO: ,0.351,0.059,-0.273
105,18:55:53:835,0000336971 [app] INFO: GYRO: ,0.351,0.059,-0.273
106,18:55:54:015,0000337151 [app] INFO: GYRO: ,0.351,0.059,-0.273
107,18:55:54:106,0000337241 [app] INFO: GYRO: ,0.351,0.059,-0.273
108,18:55:54:240,0000337331 [app] INFO: GYRO: ,0.351,0.059,-0.273
109,18:55:54:332,0000337466 [app] INFO: GYRO: ,0.351,0.059,-0.273
110,18:55:54:420,0000337556 [app] INFO: GYRO: ,0.351,0.059,-0.273
111,18:55:54:512,0000337646 [app] INFO: GYRO: ,0.351,0.059,-0.273
112,18:55:54:601,0000337736 [app] INFO: GYRO: ,0.351,0.059,-0.273
113,18:55:54:691,0000337826 [app] INFO: GYRO: ,0.351,0.059,-0.273
114,18:55:54:780,0000337925 [app] INFO: GYRO: ,-9.821,-0.952,21.029
115,18:55:54:870,0000338008 [app] INFO: GYRO: ,-9.821,-0.952,21.029
116,18:55:54:961,0000338096 [app] INFO: GYRO: ,-9.821,-0.952,21.029
117,18:55:55:143,0000338186 [app] INFO: GYRO: ,-9.821,-0.952,21.029
118,18:55:55:230,0000338366 [app] INFO: GYRO: ,-9.821,-0.952,21.029
119,18:55:55:368,0000338456 [app] INFO: GYRO: ,-9.821,-0.952,21.029
120,18:55:55:501,0000338591 [app] INFO: GYRO: ,-9.821,-0.952,21.029
121,18:55:55:591,0000338726 [app] INFO: GYRO: ,-9.821,-0.952,21.029
122,18:55:55:681,0000338816 [app] INFO: GYRO: ,-9.821,-0.952,21.029
123,18:55:55:772,0000338906 [app] INFO: GYRO: ,-9.821,-0.952,21.029
124,18:55:55:864,0000338996 [app] INFO: GYRO: ,-9.821,-0.952,21.029
125,18:55:55:951,0000339086 [app] INFO: GYRO: ,-9.821,-0.952,21.029
126,18:55:56:048,0000339176 [app] INFO: GYRO: ,-9.821,-0.952,21.029
127,18:55:56:177,0000339266 [app] INFO: GYRO: ,-9.821,-0.952,21.029
128,18:55:56:265,0000339401 [app] INFO: GYRO: ,-9.821,-0.952,21.029
129,18:55:56:401,0000339491 [app] INFO: GYRO: ,-9.821,-0.952,21.029
130,18:55:56:489,0000339626 [app] INFO: GYRO: ,-9.821,-0.952,21.029
131,18:55:56:582,0000339716 [app] INFO: GYRO: ,-9.821,-0.952,21.029
132,18:55:56:680,0000339806 [app] INFO: GYRO: ,-9.821,-0.952,21.029
133,18:55:56:760,0000339897 [app] INFO: GYRO: ,-9.821,-0.952,21.029
134,18:55:56:850,0000339986 [app] INFO: GYRO: ,-9.821,-0.952,21.029
135,18:55:56:942,0000340076 [app] INFO: GYRO: ,-9.821,-0.952,21.029
136,18:55:57:076,0000340166 [app] INFO: GYRO: ,-9.821,-0.952,21.029
137,18:55:57:168,0000340301 [app] INFO: GYRO: ,-9.821,-0.952,21.029
138,18:55:57:254,0000340391 [app] INFO: GYRO: ,-9.821,-0.952,21.029
139,18:55:57:347,0000340481 [app] INFO: GYRO: ,-9.821,-0.952,21.029
140,18:55:57:435,0000340571 [app] INFO: GYRO: ,-9.821,-0.952,21.029
141,18:55:57:527,0000340661 [app] INFO: GYRO: ,-9.821,-0.952,21.029
142,18:55:57:618,0000340751 [app] INFO: GYRO: ,-9.821,-0.952,21.029
143,18:55:57:705,0000340841 [app] INFO: GYRO: ,-9.821,-0.952,21.029
144,18:55:57:845,0000340931 [app] INFO: GYRO: ,-9.821,-0.952,21.029
145,18:55:57:931,0000341066 [app] INFO: GYRO: ,-9.821,-0.952,21.029
146,18:55:58:022,0000341156 [app] INFO: GYRO: ,-9.821,-0.952,21.029
147,18:55:58:111,0000341246 [app] INFO: GYRO: ,-9.821,-0.952,21.029
148,18:55:58:203,0000341336 [app] INFO: GYRO: ,-9.821,-0.952,21.029
149,18:55:58:294,0000341426 [app] INFO: GYRO: ,-9.821,-0.952,21.029
150,18:55:58:382,0000341516 [app] INFO: GYRO: ,-9.821,-0.952,21.029
151,18:55:58:471,0000341606 [app] INFO: GYRO: ,-9.821,-0.952,21.029
152,18:55:58:562,0000341696 [app] INFO: GYRO: ,-9.821,-0.952,21.029
153,18:55:58:653,0000341786 [app] INFO: GYRO: ,-9.821,-0.952,21.029
154,18:55:58:739,0000341876 [app] INFO: GYRO: ,-9.821,-0.952,21.029
155,18:55:58:834,0000341966 [app] INFO: GYRO: ,-9.821,-0.952,21.029
156,18:55:58:921,0000342056 [app] INFO: GYRO: ,-9.821,-0.952,21.029
157,18:55:59:014,0000342146 [app] INFO: GYRO: ,-9.821,-0.952,21.029
158,18:55:59:101,0000342236 [app] INFO: GYRO: ,-9.821,-0.952,21.029
159,18:55:59:193,0000342326 [app] INFO: GYRO: ,-9.821,-0.952,21.029
160,18:55:59:282,0000342416 [app] INFO: GYRO: ,-9.821,-0.952,21.029
161,18:55:59:373,0000342506 [app] INFO: GYRO: ,-9.821,-0.952,21.029
162,18:55:59:462,0000342596 [app] INFO: GYRO: ,-9.821,-0.952,21.029
163,18:55:59:553,0000342686 [app] INFO: GYRO: ,-9.821,-0.952,21.029
164,18:55:59:643,0000342776 [app] INFO: GYRO: ,-9.821,-0.952,21.029
165,18:55:59:730,0000342866 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
166,18:55:59:823,0000342956 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
167,18:56:00:001,0000343046 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
168,18:56:00:092,0000343226 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
169,18:56:00:184,0000343316 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
170,18:56:00:274,0000343406 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
171,18:56:00:360,0000343496 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
172,18:56:00:495,0000343586 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
173,18:56:00:585,0000343721 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
174,18:56:00:677,0000343811 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
175,18:56:00:765,0000343901 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
176,18:56:00:900,0000343991 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
177,18:56:00:990,0000344126 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
178,18:56:01:131,0000344261 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
179,18:56:01:216,0000344351 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
180,18:56:01:306,0000344441 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
181,18:56:01:396,0000344531 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
