,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Std threshold,Q3 threshold,HO threshold
63,6.209,0.08799999999999919,1900-01-01 18:54:10.155,0000233292 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
64,6.301,0.09200000000000053,1900-01-01 18:54:10.247,0000233382 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
65,6.392,0.09100000000000019,1900-01-01 18:54:10.338,0000233472 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
66,6.481,0.08899999999999952,1900-01-01 18:54:10.427,0000233562 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
67,6.569,0.08800000000000008,1900-01-01 18:54:10.515,0000233652 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
68,6.661,0.09199999999999964,1900-01-01 18:54:10.607,0000233742 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
69,6.795,0.13400000000000034,1900-01-01 18:54:10.741,0000233877 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
70,6.886,0.09100000000000019,1900-01-01 18:54:10.832,0000233967 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
71,6.98,0.0940000000000003,1900-01-01 18:54:10.926,0000234057 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
72,7.112,0.13199999999999967,1900-01-01 18:54:11.058,0000234147 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
73,7.199,0.08699999999999974,1900-01-01 18:54:11.145,0000234282 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
74,7.293,0.0940000000000003,1900-01-01 18:54:11.239,0000234372 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
75,7.471,0.17799999999999994,1900-01-01 18:54:11.417,0000234462 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
76,7.563,0.09199999999999964,1900-01-01 18:54:11.509,0000234642 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
77,7.648,0.08499999999999996,1900-01-01 18:54:11.594,0000234732 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
78,7.74,0.09200000000000053,1900-01-01 18:54:11.686,0000234822 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
79,7.829,0.08899999999999952,1900-01-01 18:54:11.775,0000234912 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
80,7.921,0.09200000000000053,1900-01-01 18:54:11.867,0000235002 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
81,8.009,0.08800000000000008,1900-01-01 18:54:11.955,0000235092 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
82,8.101,0.09200000000000053,1900-01-01 18:54:12.047,0000235182 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
83,8.19,0.08899999999999864,1900-01-01 18:54:12.136,0000235272 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
84,8.278,0.08800000000000097,1900-01-01 18:54:12.224,0000235362 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
85,8.414,0.13599999999999923,1900-01-01 18:54:12.360,0000235452 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
