,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Q3 threshold,Std threshold,HO threshold
108,68154.24,0.13400000000547152,18:55:54:240,0000337331 [app] INFO: GYRO: ,0.351,0.059,-0.273,0.4485654913164855,0.01715244082630356,Normal data,Normal data,Normal data
109,68154.332,0.09199999998963904,18:55:54:332,0000337466 [app] INFO: GYRO: ,0.351,0.059,-0.273,0.4485654913164855,0.01715244082630356,Normal data,Normal data,Normal data
110,68154.42,0.08800000000337604,18:55:54:420,0000337556 [app] INFO: GYRO: ,0.351,0.059,-0.273,0.4485654913164855,0.01715244082630356,Normal data,Normal data,Normal data
111,68154.512,0.09200000000419095,18:55:54:512,0000337646 [app] INFO: GYRO: ,0.351,0.059,-0.273,0.4485654913164855,0.01715244082630356,Normal data,Normal data,Normal data
112,68154.601,0.08899999999266583,18:55:54:601,0000337736 [app] INFO: GYRO: ,0.351,0.059,-0.273,0.4485654913164855,0.01715244082630356,Normal data,Normal data,Normal data
113,68154.691,0.09000000001105946,18:55:54:691,0000337826 [app] INFO: GYRO: ,0.351,0.059,-0.273,0.4485654913164855,0.01715244082630356,Normal data,Normal data,Normal data
114,68154.78,0.08899999999266583,18:55:54:780,0000337925 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
115,68154.87,0.08999999999650754,18:55:54:870,0000338008 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
116,68154.961,0.09100000000034925,18:55:54:961,0000338096 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
117,68155.143,0.1820000000006985,18:55:55:143,0000338186 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
118,68155.23,0.08699999999953434,18:55:55:230,0000338366 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
119,68155.368,0.13800000000628643,18:55:55:368,0000338456 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
120,68155.501,0.13300000000162981,18:55:55:501,0000338591 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
