,Unnamed: 0,Time,X,Y,Z,X_f,Y_f,Z_f,fAmag,Amag,fAmag_norm,Amag_norm,Q3 threshold,Std threshold,HO threshold
172,176,2936119,160,256,-192,-17.811327,13.469429,-50.486057,55.204264676691594,357.77087639996637,0.9919899087648755,0.017564928815322487,Abnormal data,Abnormal data,Abnormal data
173,177,2936217,384,256,736,-16.865158,14.091269,-47.826923,52.63470319136657,868.7278054718865,0.9451720068111937,0.045114727575801816,Abnormal data,Abnormal data,Abnormal data
174,178,2936314,96,-320,128,-16.597887,13.232728,-47.225163,51.77654839368227,357.77087639996637,0.9295362621876386,0.017564928815322487,Abnormal data,Abnormal data,Abnormal data
175,179,2936460,160,-1536,224,-16.179741,9.235282,-46.296829,49.904617300424675,1560.471723550286,0.8954293194704859,0.08241220736819928,Abnormal data,Abnormal data,Abnormal data
176,180,2936558,-64,-704,448,-16.2931,7.342951,-44.601635,48.0488280988374,836.9085971598093,0.8616164851083518,0.04339909806607437,Abnormal data,Abnormal data,Abnormal data
177,181,2936704,1312,-1856,-416,-13.148808,2.34213,-45.883499,47.78778301240564,2310.657049412569,0.8568601936820321,0.12286073362286808,Abnormal data,Abnormal data,Abnormal data
178,182,2936802,32,608,1280,-13.039359,4.023484,-41.289257,43.48581435642186,1417.4230137824065,0.7784775015791482,0.07469930057934432,Abnormal data,Abnormal data,Abnormal data
179,183,2936899,-544,-512,-1280,-14.324538,2.577672,-45.679646,47.94232827615221,1482.0526306444046,0.8596760379600599,0.07818400317795476,Abnormal data,Abnormal data,Abnormal data
180,184,2936997,-640,-320,-1344,-15.85132,1.667113,-50.378246,52.83948600747063,1522.6082884314008,0.9489031889062376,0.08037068496473476,Abnormal data,Abnormal data,Abnormal data
181,185,2937143,-160,-448,192,-16.206598,0.393241,-49.481636,52.06957613092487,512.9990253402048,0.93487528363168,0.025934527155113934,Abnormal data,Abnormal data,Abnormal data
182,186,2937241,-96,640,-288,-16.403343,2.216282,-50.364964,53.015197502230144,708.3501958777169,0.9521046859635244,0.036467480384083664,Abnormal data,Abnormal data,Abnormal data
183,187,2937387,-320,256,256,-17.15126,2.946774,-49.229191,52.21458075201942,483.189403857328,0.9375172955749657,0.024327250638733196,Abnormal data,Abnormal data,Abnormal data
184,188,2937484,-480,640,288,-18.295586,4.784461,-47.976009,51.568565751938436,850.2611363575311,0.9257467786571447,0.044119040877118765,Abnormal data,Abnormal data,Abnormal data
185,189,2937582,32,-256,-64,-18.170399,4.024819,-48.035736,51.514992971596705,265.8119636133784,0.9247706723480529,0.012606684005716684,Abnormal data,Abnormal data,Abnormal data
186,190,2937679,608,288,0,-16.614153,4.8539,-47.857304,50.891177735102815,672.7614733321165,0.9134046393707608,0.03454860603580015,Abnormal data,Abnormal data,Abnormal data
187,191,2937777,-128,64,-704,-16.893747,5.027053,-50.287903,53.287363771369165,718.3982182605968,0.9570636074668323,0.037009250108377134,Abnormal data,Abnormal data,Abnormal data
188,192,2937874,-992,-64,-352,-19.340704,4.825326,-51.415989,55.14481414484968,1054.5444514101812,0.9909067086987301,0.055133597877151025,Abnormal data,Abnormal data,Abnormal data
189,193,2937972,-608,928,1504,-20.842867,7.51909,-45.587193,50.686822595493574,1868.9205440574513,0.9096812496232894,0.09904316479217329,Abnormal data,Abnormal data,Abnormal data
190,194,2938069,-992,-160,736,-23.343821,7.02273,-42.57877,49.06326905380277,1245.536029185828,0.880099793423257,0.06543149038684411,Abnormal data,Abnormal data,Abnormal data
191,195,2938215,-320,-128,-160,-24.120579,6.622506,-43.036015,49.77708814399956,379.97894678521334,0.8931057138374449,0.018762344556573735,Abnormal data,Abnormal data,Abnormal data
192,196,2938362,-160,-128,160,-24.477533,6.223577,-42.246605,49.220505548673955,259.96922894835075,0.8829646724473479,0.012291655174373188,Abnormal data,Abnormal data,Abnormal data
193,197,2938508,96,-224,128,-24.161013,5.541541,-41.584576,48.41219047864521,275.27440854536405,0.8682370171986149,0.013116880538586539,Abnormal data,Abnormal data,Abnormal data
194,198,2938605,32,-224,-448,-24.013498,4.860422,-43.1642,49.632851518465955,501.9003885234599,0.8904776949202372,0.02533611035436256,Abnormal data,Abnormal data,Abnormal data
195,199,2938703,96,32,-96,-23.698742,4.941082,-43.370419,49.66928535774245,139.48476619330157,0.8911415264435476,0.005795368474249277,Abnormal data,Abnormal data,Abnormal data
196,200,2938800,32,-160,-448,-23.552696,4.452055,-44.94521,50.93743401993804,476.78926162404287,0.9142474377316971,0.02398216748096936,Abnormal data,Abnormal data,Abnormal data
197,201,2938898,224,96,224,-22.904572,4.72357,-43.894146,49.73557665411551,331.01057384923524,0.8923493665484454,0.01612206561473672,Abnormal data,Abnormal data,Abnormal data
198,203,2939239,832,288,1664,-21.938572,5.440173,-35.691368,42.246540371733836,1882.5684582505892,0.7558976924404175,0.0997790336455504,Abnormal data,Abnormal data,Abnormal data
199,204,2939337,288,288,640,-21.101549,6.281472,-32.909252,39.59483713674914,758.6092538323006,0.7075831520899378,0.039177350539000684,Abnormal data,Abnormal data,Abnormal data
200,205,2939483,160,0,192,-20.610767,6.26272,-31.974588,38.55385396943389,249.92798962901293,0.688616239587109,0.011750251179605889,Abnormal data,Abnormal data,Abnormal data
201,206,2939580,-192,-576,96,-21.075647,4.529444,-31.442589,38.12263320444518,614.6999267935535,0.6807593147340034,0.031418040949296615,Abnormal data,Abnormal data,Abnormal data
202,207,2939678,-288,-384,-64,-21.800169,3.362916,-31.577715,38.518938940121934,484.2478704134898,0.68798008107198,0.02438432108627546,Abnormal data,Abnormal data,Abnormal data
203,208,2939776,544,192,224,-20.260403,3.931963,-30.52066,36.84365548627576,618.8505473860389,0.6574560959738478,0.031641834297714014,Abnormal data,Abnormal data,Abnormal data
204,209,2939873,416,-192,384,-19.063026,3.340472,-28.804598,34.70248664578756,597.809334152621,0.6184435899829375,0.030507333213033734,Abnormal data,Abnormal data,Abnormal data
205,210,2939971,320,-128,736,-18.126892,2.943622,-25.625425,31.526362468403693,812.6992063488188,0.5605739997128815,0.042093775039791066,Abnormal data,Abnormal data,Abnormal data
206,211,2940068,0,-736,32,-18.076645,0.711776,-25.383244,31.170190815805682,736.6953237261656,0.5540844840483418,0.03799579426659274,Abnormal data,Abnormal data,Abnormal data
207,212,2940166,800,-1344,-1312,-15.81442,-3.397115,-30.774044,34.76604743673864,2041.4896521902824,0.6196016797565588,0.10834775375228446,Abnormal data,Abnormal data,Abnormal data
208,213,2940263,-896,544,-608,-18.281284,-1.684881,-33.244183,37.97657004009586,1211.7821586407351,0.6780980159300615,0.0636115476715283,Abnormal data,Abnormal data,Abnormal data
209,214,2940361,544,-576,576,-16.682217,-3.495255,-30.618296,35.04273421829024,979.5345833608939,0.6246429658610336,0.05108921242657795,Abnormal data,Abnormal data,Abnormal data
210,215,2940458,-384,864,160,-17.735546,-0.738091,-29.790318,34.677909636878645,958.9327400813886,0.6179957921777541,0.049978401310900894,Abnormal data,Abnormal data,Abnormal data
211,216,2940556,-480,-192,640,-19.067039,-1.354533,-26.882576,32.98574886631174,822.7174484596762,0.5871642991394597,0.04263393907003368,Abnormal data,Abnormal data,Abnormal data
