,Timestamp,Data,X,Y,Z
75,18:56:44:865,0000387956 [app] INFO: GYRO: ,0.807,0.062,0.522
76,18:56:45:004,0000388091 [app] INFO: GYRO: ,0.807,0.062,0.522
77,18:56:45:090,0000388226 [app] INFO: GYRO: ,0.807,0.062,0.522
78,18:56:45:181,0000388316 [app] INFO: GYRO: ,0.807,0.062,0.522
79,18:56:45:272,0000388406 [app] INFO: GYRO: ,0.807,0.062,0.522
80,18:56:45:587,0000388496 [app] INFO: GYRO: ,0.807,0.062,0.522
81,18:56:45:722,0000388811 [app] INFO: GYRO: ,0.807,0.062,0.522
82,18:56:45:856,0000388946 [app] INFO: GYRO: ,0.807,0.062,0.522
83,18:56:45:946,0000389081 [app] INFO: GYRO: ,0.807,0.062,0.522
84,18:56:46:126,0000389171 [app] INFO: GYRO: ,0.807,0.062,0.522
85,18:56:46:259,0000389351 [app] INFO: GYRO: ,0.807,0.062,0.522
86,18:56:46:349,0000389486 [app] INFO: GYRO: ,0.807,0.062,0.522
87,18:56:46:485,0000389621 [app] INFO: GYRO: ,0.807,0.062,0.522
88,18:56:46:731,0000389711 [app] INFO: GYRO: ,0.807,0.062,0.522
89,18:56:46:847,0000389936 [app] INFO: GYRO: ,0.807,0.062,0.522
90,18:56:46:938,0000390071 [app] INFO: GYRO: ,0.807,0.062,0.522
91,18:56:47:029,0000390161 [app] INFO: GYRO: ,0.807,0.062,0.522
92,18:56:47:115,0000390251 [app] INFO: GYRO: ,0.807,0.062,0.522
93,18:56:47:210,0000390341 [app] INFO: GYRO: ,0.807,0.062,0.522
94,18:56:47:296,0000390431 [app] INFO: GYRO: ,0.807,0.062,0.522
95,18:56:47:389,0000390521 [app] INFO: GYRO: ,0.807,0.062,0.522
96,18:56:47:525,0000390611 [app] INFO: GYRO: ,0.807,0.062,0.522
