Timestamp,Mode,Data,X,Y,Z
18:55:46:636,RX,0000329726 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:46:771,RX,0000329861 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:46:860,RX,0000329996 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:46:951,RX,0000330086 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:47:039,RX,0000330176 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:47:132,RX,0000330266 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:47:221,RX,0000330356 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:47:312,RX,0000330446 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:47:624,RX,0000330761 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:47:717,RX,0000330851 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:47:805,RX,0000330941 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:47:897,RX,0000331031 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:47:986,RX,0000331121 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:48:075,RX,0000331211 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:48:214,RX,0000331301 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:48:302,RX,0000331436 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:48:393,RX,0000331526 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:48:480,RX,0000331616 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:48:575,RX,0000331706 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:48:660,RX,0000331796 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:48:752,RX,0000331886 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:48:844,RX,0000331976 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:48:932,RX,0000332066 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:020,RX,0000332156 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:157,RX,0000332291 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:244,RX,0000332381 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:335,RX,0000332471 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:424,RX,0000332561 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:515,RX,0000332651 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:604,RX,0000332741 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:695,RX,0000332831 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:786,RX,0000332957 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:877,RX,0000333013 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:49:966,RX,0000333101 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:50:055,RX,0000333191 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:50:147,RX,0000333281 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:50:236,RX,0000333371 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:50:325,RX,0000333461 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:50:417,RX,0000333551 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:50:505,RX,0000333641 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:50:596,RX,0000333731 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:50:685,RX,0000333821 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:50:780,RX,0000333911 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:50:874,RX,0000334001 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:003,RX,0000334091 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:090,RX,0000334226 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:181,RX,0000334316 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:273,RX,0000334406 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:362,RX,0000334496 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:452,RX,0000334586 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:540,RX,0000334676 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:634,RX,0000334766 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:728,RX,0000334856 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:812,RX,0000334946 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:901,RX,0000335036 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:51:993,RX,0000335126 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:082,RX,0000335216 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:170,RX,0000335306 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:262,RX,0000335396 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:350,RX,0000335486 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:443,RX,0000335576 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:533,RX,0000335666 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:621,RX,0000335756 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:713,RX,0000335846 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:799,RX,0000335936 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:890,RX,0000336026 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:52:979,RX,0000336116 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:53:073,RX,0000336206 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:53:159,RX,0000336296 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:53:252,RX,0000336386 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:53:341,RX,0000336476 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:53:432,RX,0000336566 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:53:523,RX,0000336656 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:53:613,RX,0000336746 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:53:750,RX,0000336836 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:53:835,RX,0000336971 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:54:015,RX,0000337151 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:54:106,RX,0000337241 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:54:240,RX,0000337331 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:54:332,RX,0000337466 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:54:420,RX,0000337556 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:54:512,RX,0000337646 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:54:601,RX,0000337736 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:54:691,RX,0000337826 [app] INFO: GYRO: ,0.351,0.059,-0.273
18:55:54:780,RX,0000337925 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:54:870,RX,0000338008 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:54:961,RX,0000338096 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:55:143,RX,0000338186 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:55:230,RX,0000338366 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:55:368,RX,0000338456 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:55:501,RX,0000338591 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:55:591,RX,0000338726 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:55:681,RX,0000338816 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:55:772,RX,0000338906 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:55:864,RX,0000338996 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:55:951,RX,0000339086 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:56:048,RX,0000339176 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:56:177,RX,0000339266 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:56:265,RX,0000339401 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:56:401,RX,0000339491 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:56:489,RX,0000339626 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:56:582,RX,0000339716 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:56:680,RX,0000339806 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:56:760,RX,0000339897 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:56:850,RX,0000339986 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:56:942,RX,0000340076 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:57:076,RX,0000340166 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:57:168,RX,0000340301 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:57:254,RX,0000340391 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:57:347,RX,0000340481 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:57:435,RX,0000340571 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:57:527,RX,0000340661 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:57:618,RX,0000340751 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:57:705,RX,0000340841 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:57:845,RX,0000340931 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:57:931,RX,0000341066 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:022,RX,0000341156 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:111,RX,0000341246 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:203,RX,0000341336 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:294,RX,0000341426 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:382,RX,0000341516 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:471,RX,0000341606 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:562,RX,0000341696 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:653,RX,0000341786 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:739,RX,0000341876 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:834,RX,0000341966 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:58:921,RX,0000342056 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:59:014,RX,0000342146 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:59:101,RX,0000342236 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:59:193,RX,0000342326 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:59:282,RX,0000342416 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:59:373,RX,0000342506 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:59:462,RX,0000342596 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:59:553,RX,0000342686 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:59:643,RX,0000342776 [app] INFO: GYRO: ,-9.821,-0.952,21.029
18:55:59:730,RX,0000342866 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:55:59:823,RX,0000342956 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:001,RX,0000343046 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:092,RX,0000343226 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:184,RX,0000343316 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:274,RX,0000343406 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:360,RX,0000343496 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:495,RX,0000343586 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:585,RX,0000343721 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:677,RX,0000343811 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:765,RX,0000343901 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:900,RX,0000343991 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:00:990,RX,0000344126 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:01:131,RX,0000344261 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:01:216,RX,0000344351 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:01:306,RX,0000344441 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
18:56:01:396,RX,0000344531 [app] INFO: GYRO: ,-0.027,-0.033,-0.028
