Time,X,Y,Z,X_f,Y_f,Z_f
3062983,2048,352,-544,-7.258915,-11.76174,39.459137
3063178,448,96,-1248,-5.836042,-11.594584,34.499222
3063276,-192,384,-288,-6.421333,-10.980584,33.229824
3063373,224,-480,384,-5.696489,-11.71316,34.613922
3063471,608,-704,-416,-3.763175,-12.802888,32.830463
3063568,-576,-64,0,-5.582205,-12.884463,32.699875
3063715,-384,-736,736,-6.79499,-14.035983,35.488079
3063812,960,1728,1376,-3.683123,-11.22631,40.855656
3063910,-992,-448,-1152,-6.915169,-11.954097,35.97134
3064007,768,-1024,-544,-4.339499,-13.652325,33.550064
3064105,-704,2176,512,-6.693134,-9.91009,35.56218
3064202,224,-128,928,-5.908906,-10.120376,39.335209
3064300,288,1248,-576,-4.908586,-7.878723,36.69862
3064397,96,-256,-832,-4.564302,-8.33111,32.946884
3064495,416,288,-384,-3.131411,-7.789136,31.122902
3064592,224,192,-192,-2.353721,-7.422242,30.143007
3064690,256,-32,192,-1.468155,-7.467474,30.853874
3064787,32,-320,96,-1.353238,-8.041869,31.13966
3064885,-64,160,-64,-1.56775,-7.731673,30.723581
3065031,320,32,288,-0.469043,-7.65822,31.845961
3065128,224,-32,224,0.300192,-7.703174,32.684875
3065226,-32,96,0,0.189386,-7.511917,32.542255
3065323,32,128,288,0.298209,-7.26194,33.652824
3065421,-192,0,64,-0.357808,-7.248532,33.784851
3065567,320,-160,160,0.735538,-7.530074,34.331913
3065665,224,384,64,1.499772,-6.807562,34.46027
3065957,64,1184,2976,10.134831,-2.601877,60.790543
3066055,-1088,320,864,6.223434,-1.972673,64.625763
3066201,224,704,416,7.013284,-0.589571,66.32225
3066298,-352,-160,-640,5.71026,-0.90566,62.904675
3066396,416,32,-64,7.204619,-0.840335,62.285007
3066493,-992,256,-288,3.548874,-0.331121,60.578598
3066591,-256,704,-1216,2.583898,1.069672,54.346767
3066688,1568,352,320,8.412382,1.776019,55.670082
3066786,-224,-160,192,7.523367,1.448777,56.349396
3066883,352,-352,0,8.842103,0.732956,56.069248
3066981,128,256,160,9.299646,1.25253,56.583973
3067078,64,-128,0,9.509378,0.988644,56.304543
3067176,-96,64,32,9.105941,1.117359,56.184975
3067273,-96,0,32,8.704735,1.115078,56.066517
3067371,-128,-32,-224,8.183807,1.047622,54.700806
3067468,32,-32,64,8.274464,0.980397,54.746185
3067566,64,96,96,8.485878,1.173422,54.946552
3067663,0,-32,64,8.45377,1.106041,54.990349
3067761,-64,-32,-32,8.180614,1.03889,54.571487
3067859,-64,-64,32,7.909118,0.907147,54.463139
3067956,-32,0,-96,7.759353,0.905311,53.744003
3068053,0,-32,0,7.730321,0.838839,53.487591
3068151,-64,96,64,7.462895,1.030811,53.53756
3068248,64,-64,-128,7.673194,0.899638,52.678539
3068395,0,-32,64,7.644726,0.833324,52.732052
3068492,32,-64,0,7.734766,0.70282,52.483921
3068590,0,-32,-32,7.706262,0.637039,52.08783
3068687,-96,0,-32,7.325441,0.635759,51.694775
3068785,64,-32,0,7.533224,0.570333,51.453857
3068882,32,-32,160,7.622698,0.505126,51.957893
3068980,-32,0,-32,7.478256,0.504116,51.568996
