Timestamp,Mode,Data,X,Y,Z
18:53:27:179,RX,0000190317 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:27:271,RX,0000190407 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:27:363,RX,0000190497 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:27:457,RX,0000190587 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:27:542,RX,0000190677 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:27:630,RX,0000190767 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:27:726,RX,0000190857 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:27:811,RX,0000190947 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:27:900,RX,0000191037 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:27:991,RX,0000191127 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:28:124,RX,0000191217 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:28:217,RX,0000191352 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:28:305,RX,0000191442 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:28:398,RX,0000191532 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:28:485,RX,0000191622 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:28:577,RX,0000191712 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:28:668,RX,0000191802 [app] INFO: GYRO: ,7.016,0.871,-2.113
18:53:28:758,RX,0000191892 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:28:847,RX,0000191982 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:28:938,RX,0000192072 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:29:027,RX,0000192162 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:29:116,RX,0000192252 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:29:209,RX,0000192342 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:29:297,RX,0000192432 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:29:385,RX,0000192522 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:29:479,RX,0000192612 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:29:570,RX,0000192702 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:29:659,RX,0000192792 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:29:748,RX,0000192882 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:29:974,RX,0000193062 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:30:063,RX,0000193197 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:30:150,RX,0000193287 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:30:246,RX,0000193377 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:30:379,RX,0000193467 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:30:469,RX,0000193602 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:30:558,RX,0000193692 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:30:648,RX,0000193782 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:30:782,RX,0000193872 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:30:874,RX,0000194008 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:30:960,RX,0000194097 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:31:055,RX,0000194187 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:31:234,RX,0000194277 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:31:322,RX,0000194457 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:31:413,RX,0000194547 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:31:503,RX,0000194637 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:31:590,RX,0000194727 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:31:684,RX,0000194817 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:31:817,RX,0000194907 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:31:952,RX,0000195087 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:32:089,RX,0000195222 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:32:175,RX,0000195312 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:32:268,RX,0000195402 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:32:355,RX,0000195492 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:32:448,RX,0000195582 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:32:538,RX,0000195672 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:32:626,RX,0000195762 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:32:718,RX,0000195852 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:32:809,RX,0000195942 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:32:899,RX,0000196032 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:33:032,RX,0000196122 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:33:215,RX,0000196302 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:33:302,RX,0000196437 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:33:392,RX,0000196527 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:33:483,RX,0000196617 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:33:573,RX,0000196707 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:33:660,RX,0000196797 [app] INFO: GYRO: ,-6.969,0.584,-40.178
18:53:33:753,RX,0000196889 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:33:839,RX,0000196977 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:33:979,RX,0000197067 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:34:066,RX,0000197202 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:34:244,RX,0000197292 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:34:338,RX,0000197472 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:34:426,RX,0000197562 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:34:517,RX,0000197652 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:34:605,RX,0000197742 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:34:698,RX,0000197832 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:34:786,RX,0000197922 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:34:875,RX,0000198013 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:35:059,RX,0000198102 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:35:147,RX,0000198282 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:35:235,RX,0000198372 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:35:327,RX,0000198462 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:35:417,RX,0000198552 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:35:507,RX,0000198642 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:35:610,RX,0000198732 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:35:731,RX,0000198822 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:35:821,RX,0000198957 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:35:912,RX,0000199047 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:36:046,RX,0000199137 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:36:182,RX,0000199272 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:36:270,RX,0000199407 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:36:361,RX,0000199497 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:36:450,RX,0000199587 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:36:543,RX,0000199677 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:36:634,RX,0000199767 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:36:721,RX,0000199857 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:36:812,RX,0000199947 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:36:901,RX,0000200037 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:37:039,RX,0000200127 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:37:124,RX,0000200262 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:37:266,RX,0000200352 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:37:355,RX,0000200487 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:37:486,RX,0000200577 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:37:578,RX,0000200712 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:37:710,RX,0000200802 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:37:800,RX,0000200937 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:38:034,RX,0000201027 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:38:120,RX,0000201252 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:38:206,RX,0000201342 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:38:433,RX,0000201432 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:38:522,RX,0000201657 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:38:657,RX,0000201747 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:38:745,RX,0000201882 [app] INFO: GYRO: ,-0.521,0.013,3.573
18:53:38:970,RX,0000201972 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:39:071,RX,0000202197 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:39:149,RX,0000202287 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:39:330,RX,0000202377 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:39:466,RX,0000202602 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:39:645,RX,0000202692 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:39:735,RX,0000202872 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:39:870,RX,0000202962 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:40:098,RX,0000203097 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:40:233,RX,0000203367 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:40:319,RX,0000203457 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:40:589,RX,0000203592 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:40:680,RX,0000203817 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:40:860,RX,0000203907 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:40:949,RX,0000204087 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:41:086,RX,0000204177 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:41:176,RX,0000204312 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:41:446,RX,0000204402 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:41:536,RX,0000204672 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:41:670,RX,0000204762 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:41:850,RX,0000204897 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:41:939,RX,0000205077 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:42:030,RX,0000205167 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:42:120,RX,0000205257 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:42:209,RX,0000205347 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:42:301,RX,0000205437 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:42:391,RX,0000205527 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:42:483,RX,0000205617 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:42:706,RX,0000205707 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:42:799,RX,0000205932 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:42:934,RX,0000206022 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:43:156,RX,0000206157 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:43:380,RX,0000206382 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:43:476,RX,0000206607 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:43:741,RX,0000206697 [app] INFO: GYRO: ,-4.846,3.138,7.41
18:53:43:876,RX,0000206922 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:43:964,RX,0000207102 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:44:054,RX,0000207192 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:44:150,RX,0000207282 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:44:234,RX,0000207372 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:44:325,RX,0000207462 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:44:460,RX,0000207552 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:44:551,RX,0000207687 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:44:644,RX,0000207777 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:44:732,RX,0000207867 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:44:823,RX,0000207957 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:44:913,RX,0000208047 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:45:092,RX,0000208137 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:45:183,RX,0000208317 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:45:270,RX,0000208407 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:45:359,RX,0000208497 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:45:449,RX,0000208587 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:45:539,RX,0000208677 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:45:629,RX,0000208767 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:45:765,RX,0000208857 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:45:993,RX,0000208992 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:46:080,RX,0000209217 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:46:169,RX,0000209307 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:46:261,RX,0000209397 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:46:350,RX,0000209487 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:46:442,RX,0000209577 [app] INFO: GYRO: ,-6.047,15.934,7.012
18:53:46:531,RX,0000209667 [app] INFO: GYRO: ,-6.047,15.934,7.012
