Timestamp,Mode,Data,X,Y,Z
18:54:49:306,RX,0000272396 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:49:395,RX,0000272532 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:49:577,RX,0000272622 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:49:666,RX,0000272802 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:49:803,RX,0000272892 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:49:937,RX,0000273028 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:50:025,RX,0000273162 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:50:162,RX,0000273252 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:50:252,RX,0000273387 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:50:355,RX,0000273477 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:50:432,RX,0000273567 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:50:522,RX,0000273657 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:50:609,RX,0000273747 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:50:746,RX,0000273837 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:50:879,RX,0000273972 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:51:062,RX,0000274107 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:51:286,RX,0000274287 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:51:378,RX,0000274512 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:51:464,RX,0000274602 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:51:558,RX,0000274692 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:51:644,RX,0000274782 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:51:739,RX,0000274872 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:51:827,RX,0000274962 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:51:917,RX,0000275052 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:52:006,RX,0000275142 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:52:186,RX,0000275232 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:52:276,RX,0000275412 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:52:367,RX,0000275502 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:52:454,RX,0000275592 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:52:549,RX,0000275682 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:52:635,RX,0000275772 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:52:726,RX,0000275862 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:52:815,RX,0000275952 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:52:908,RX,0000276045 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:089,RX,0000276132 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:179,RX,0000276312 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:271,RX,0000276402 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:357,RX,0000276492 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:446,RX,0000276582 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:540,RX,0000276672 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:625,RX,0000276762 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:714,RX,0000276852 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:805,RX,0000276942 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:894,RX,0000277032 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:53:985,RX,0000277122 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:54:077,RX,0000277212 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:54:164,RX,0000277302 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:54:254,RX,0000277392 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:54:435,RX,0000277572 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:54:525,RX,0000277662 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:54:669,RX,0000277752 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:54:752,RX,0000277887 [app] INFO: GYRO: ,-7.311,-2.552,52.319
18:54:54:843,RX,0000277977 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:54:977,RX,0000278067 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:55:111,RX,0000278202 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:55:202,RX,0000278337 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:55:291,RX,0000278427 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:55:382,RX,0000278517 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:55:470,RX,0000278607 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:55:562,RX,0000278697 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:55:655,RX,0000278787 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:55:739,RX,0000278877 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:55:832,RX,0000278967 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:55:920,RX,0000279057 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:56:057,RX,0000279147 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:56:192,RX,0000279282 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:56:325,RX,0000279417 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:56:550,RX,0000279687 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:56:689,RX,0000279777 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:56:776,RX,0000279912 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:56:867,RX,0000280002 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:57:046,RX,0000280092 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:57:229,RX,0000280272 [app] INFO: GYRO: ,-3.248,-0.1,5.458
18:54:57:315,RX,0000280452 [app] INFO: GYRO: ,-3.248,-0.1,5.458
